Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole
32,0,Travel_Rarely,Research & Development,4,3,Life Sciences,3,Female,2,Manufacturing Director,3,Married,6162,1,0,3,1,14,3,3,14,13
40,0,Travel_Frequently,Research & Development,16,4,Medical,1,Male,2,Laboratory Technician,3,Single,5094,6,0,4,0,10,6,3,1,0
30,0,Travel_Rarely,Research & Development,2,3,Medical,3,Female,2,Manufacturing Director,4,Single,6877,5,1,2,0,12,4,2,0,0
45,0,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Female,2,Research Scientist,3,Single,2274,1,0,4,0,1,3,3,1,0
42,0,Travel_Rarely,Research & Development,29,3,Life Sciences,2,Male,3,Manufacturing Director,2,Married,4434,1,0,4,1,10,3,2,9,8
38,0,Travel_Frequently,Research & Development,12,3,Life Sciences,1,Male,2,Healthcare Representative,1,Divorced,6288,2,0,3,1,13,3,2,4,3
34,0,Travel_Frequently,Research & Development,16,4,Life Sciences,3,Female,2,Research Scientist,4,Single,2553,1,0,3,0,6,3,3,5,2
49,1,Travel_Rarely,Sales,11,3,Marketing,3,Female,3,Sales Executive,4,Married,7654,1,0,1,2,9,3,4,9,8
55,1,Travel_Rarely,Sales,2,1,Medical,3,Male,3,Sales Executive,4,Single,5160,4,0,3,0,12,3,2,9,7
43,0,Travel_Rarely,Research & Development,14,2,Life Sciences,2,Male,3,Research Director,1,Married,17159,6,0,3,1,22,3,3,4,1
27,0,Travel_Rarely,Research & Development,5,1,Technical Degree,3,Male,2,Research Director,4,Divorced,12808,1,1,2,1,9,3,3,9,8
35,0,Travel_Rarely,Research & Development,7,3,Other,3,Male,3,Manufacturing Director,3,Single,10221,3,0,2,0,17,3,4,8,5
28,0,Travel_Rarely,Sales,2,4,Marketing,2,Female,3,Sales Executive,2,Married,4779,1,1,1,0,8,2,3,8,7
34,0,Travel_Rarely,Human Resources,3,2,Human Resources,3,Male,3,Human Resources,4,Married,3737,0,0,3,1,4,1,1,3,2
26,1,Travel_Frequently,Research & Development,5,2,Medical,3,Female,2,Research Scientist,3,Married,2366,1,1,1,1,8,2,3,8,7
27,0,Non-Travel,Research & Development,3,3,Medical,4,Male,3,Research Scientist,4,Married,1706,1,0,3,3,0,6,2,0,0
51,0,Travel_Rarely,Sales,26,4,Marketing,1,Female,3,Manager,3,Married,16307,2,0,3,1,29,2,2,20,6
44,0,Travel_Rarely,Research & Development,4,3,Medical,4,Male,3,Healthcare Representative,2,Single,5933,9,0,4,0,10,2,2,5,2
25,0,Travel_Rarely,Research & Development,2,1,Medical,1,Male,4,Research Scientist,1,Single,3424,7,0,3,0,6,3,2,4,3
33,0,Travel_Rarely,Sales,1,3,Medical,1,Male,4,Sales Executive,1,Divorced,4037,1,0,1,1,9,5,3,9,8
35,0,Travel_Rarely,Research & Development,27,1,Medical,3,Female,2,Research Scientist,1,Single,2559,1,0,4,0,6,3,2,6,5
36,0,Travel_Rarely,Sales,1,2,Life Sciences,2,Male,3,Sales Executive,4,Married,6201,1,1,4,1,18,1,2,18,14
32,0,Travel_Rarely,Sales,13,4,Life Sciences,2,Male,3,Sales Executive,4,Divorced,4403,2,0,3,1,8,3,2,5,2
30,0,Travel_Frequently,Research & Development,5,4,Life Sciences,2,Male,2,Research Scientist,4,Divorced,3761,9,0,2,1,10,3,2,5,4
53,0,Travel_Rarely,Sales,7,2,Marketing,1,Female,2,Sales Executive,4,Married,10934,7,1,4,1,35,3,3,5,2
45,0,Travel_Rarely,Sales,9,3,Marketing,4,Male,3,Sales Executive,1,Divorced,10761,4,1,3,1,18,2,3,5,4
32,0,Travel_Rarely,Research & Development,8,2,Medical,3,Female,4,Research Scientist,3,Married,5175,5,0,3,1,9,3,2,5,3
52,0,Travel_Frequently,Research & Development,25,4,Medical,3,Female,2,Manufacturing Director,4,Married,13826,3,0,3,0,31,3,3,9,8
37,0,Travel_Rarely,Sales,16,4,Marketing,4,Male,2,Sales Executive,3,Divorced,6334,4,0,4,2,9,2,3,1,0
28,0,Travel_Rarely,Human Resources,8,2,Medical,2,Male,2,Human Resources,4,Divorced,4936,1,0,4,1,6,6,3,5,1
22,0,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,2,Manufacturing Director,4,Married,4775,6,0,1,2,4,2,1,2,2
44,0,Travel_Rarely,Research & Development,8,4,Life Sciences,1,Male,4,Laboratory Technician,4,Married,2818,2,1,3,1,10,2,2,3,2
42,0,Travel_Frequently,Research & Development,2,1,Medical,2,Male,3,Research Scientist,4,Single,2515,5,1,4,0,8,2,3,2,1
36,0,Travel_Rarely,Human Resources,8,3,Life Sciences,1,Male,2,Human Resources,1,Married,2342,0,0,3,0,6,3,3,5,4
25,0,Travel_Rarely,Sales,3,1,Other,3,Male,3,Sales Executive,1,Married,4194,1,1,4,0,5,3,3,5,3
35,0,Travel_Rarely,Research & Development,9,3,Life Sciences,4,Female,2,Manufacturing Director,3,Married,10685,1,1,2,1,17,2,3,17,14
35,1,Travel_Frequently,Research & Development,25,4,Life Sciences,4,Female,3,Research Scientist,2,Divorced,2022,1,1,1,1,10,3,2,10,2
32,0,Non-Travel,Research & Development,1,3,Life Sciences,4,Male,3,Laboratory Technician,4,Divorced,2314,0,0,2,1,4,2,3,3,0
25,0,Travel_Rarely,Sales,4,1,Marketing,3,Male,2,Sales Executive,1,Married,4256,1,0,1,0,5,1,4,5,2
49,0,Travel_Rarely,Research & Development,1,3,Technical Degree,3,Female,3,Research Scientist,1,Married,3580,2,0,2,1,7,2,3,4,2
24,0,Non-Travel,Research & Development,4,1,Life Sciences,1,Male,2,Laboratory Technician,4,Married,3162,0,0,4,0,6,2,2,5,2
32,0,Travel_Frequently,Sales,5,2,Life Sciences,2,Male,3,Sales Executive,2,Married,6524,1,0,4,1,10,3,3,10,8
38,0,Travel_Rarely,Sales,9,3,Marketing,2,Male,2,Sales Representative,2,Married,2899,0,0,4,1,3,3,3,2,2
42,0,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Female,4,Laboratory Technician,4,Married,5231,2,1,2,1,17,1,2,5,3
31,0,Travel_Rarely,Research & Development,11,4,Life Sciences,4,Male,3,Research Scientist,4,Married,2356,3,1,2,1,8,2,3,6,4
29,1,Travel_Rarely,Sales,1,3,Medical,2,Female,2,Sales Representative,3,Divorced,2800,6,1,3,3,5,3,3,3,2
53,0,Travel_Rarely,Sales,8,3,Marketing,1,Male,3,Sales Executive,4,Married,11836,5,0,3,1,28,3,3,2,0
35,0,Travel_Rarely,Research & Development,25,3,Technical Degree,4,Male,2,Manufacturing Director,2,Married,10903,3,0,1,0,16,2,3,13,10
37,0,Travel_Frequently,Sales,21,2,Medical,3,Female,3,Sales Representative,4,Married,2973,5,0,2,1,10,3,3,5,4
53,0,Travel_Rarely,Research & Development,23,4,Life Sciences,4,Female,3,Research Director,4,Single,14275,6,0,3,0,33,0,3,12,9
43,0,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Female,3,Healthcare Representative,4,Married,5562,4,0,2,1,12,2,2,5,2
47,0,Travel_Rarely,Sales,2,2,Marketing,3,Female,3,Sales Executive,4,Married,4537,0,1,1,1,8,2,3,7,6
37,0,Non-Travel,Sales,19,2,Medical,1,Male,3,Sales Executive,2,Single,7642,1,1,4,0,10,2,3,10,0
50,0,Non-Travel,Research & Development,2,4,Life Sciences,1,Male,3,Manager,1,Divorced,17924,1,0,4,1,31,3,3,31,6
39,0,Travel_Rarely,Human Resources,2,3,Life Sciences,4,Female,2,Human Resources,4,Married,5204,8,0,3,2,13,2,3,5,4
33,0,Travel_Rarely,Human Resources,3,2,Human Resources,4,Male,3,Human Resources,2,Divorced,2277,3,1,3,1,7,4,4,4,3
32,1,Travel_Rarely,Research & Development,25,4,Life Sciences,1,Male,3,Laboratory Technician,4,Single,2795,1,1,3,0,1,2,1,1,0
29,0,Travel_Rarely,Research & Development,7,1,Medical,1,Female,2,Laboratory Technician,4,Divorced,2532,6,0,3,3,8,5,3,4,3
44,0,Travel_Rarely,Research & Development,9,2,Life Sciences,2,Male,3,Research Scientist,1,Married,2559,1,1,4,0,8,0,3,8,7
28,0,Travel_Rarely,Sales,5,4,Medical,1,Male,3,Sales Executive,4,Single,4908,1,0,2,0,4,3,3,4,2
58,1,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Male,2,Laboratory Technician,4,Divorced,2380,9,1,4,1,3,3,2,1,0
43,0,Travel_Rarely,Research & Development,8,3,Life Sciences,1,Female,3,Manufacturing Director,2,Divorced,4765,4,0,3,1,4,2,4,1,0
20,1,Travel_Rarely,Sales,2,3,Medical,3,Female,2,Sales Representative,3,Single,2044,1,0,4,0,2,3,2,2,2
21,1,Travel_Rarely,Research & Development,18,1,Other,4,Female,3,Research Scientist,4,Single,2693,1,0,1,0,1,3,2,1,0
36,0,Travel_Rarely,Research & Development,14,1,Life Sciences,3,Male,3,Healthcare Representative,4,Married,6586,0,1,1,1,17,2,2,16,8
47,0,Travel_Rarely,Sales,2,4,Life Sciences,4,Female,2,Sales Representative,4,Single,3294,1,1,1,0,3,3,2,3,2
22,1,Travel_Rarely,Research & Development,3,1,Life Sciences,2,Female,3,Manufacturing Director,3,Married,4171,0,1,1,1,4,3,4,3,2
41,1,Travel_Rarely,Research & Development,2,4,Life Sciences,2,Female,1,Laboratory Technician,4,Divorced,2778,4,1,3,1,10,1,2,7,7
28,0,Travel_Rarely,Research & Development,9,3,Medical,3,Female,3,Research Scientist,3,Divorced,2377,5,0,2,1,6,2,3,2,2
39,1,Travel_Rarely,Research & Development,6,3,Medical,4,Male,3,Laboratory Technician,1,Married,2404,7,1,4,0,8,2,1,2,2
27,0,Travel_Rarely,Research & Development,4,3,Life Sciences,2,Female,3,Research Scientist,3,Single,2318,1,0,3,0,1,2,3,1,1
34,0,Travel_Rarely,Research & Development,10,3,Life Sciences,2,Male,3,Laboratory Technician,2,Divorced,2008,1,0,2,2,1,3,3,1,0
42,0,Travel_Rarely,Sales,14,2,Medical,3,Female,2,Sales Executive,3,Single,6244,7,0,1,0,10,6,3,5,4
33,0,Travel_Rarely,Research & Development,1,4,Other,3,Male,2,Research Scientist,1,Single,2799,3,1,2,0,6,1,3,3,2
58,0,Travel_Rarely,Research & Development,5,3,Technical Degree,3,Female,2,Healthcare Representative,2,Divorced,10552,2,1,4,1,24,3,3,6,0
31,0,Travel_Rarely,Sales,7,4,Life Sciences,2,Male,2,Sales Representative,3,Married,2329,3,0,2,0,13,2,4,7,7
35,0,Travel_Rarely,Research & Development,21,1,Life Sciences,4,Female,3,Healthcare Representative,4,Married,4014,1,1,4,1,10,2,1,10,6
49,0,Travel_Rarely,Research & Development,8,2,Other,1,Female,3,Laboratory Technician,2,Married,7403,4,0,3,1,29,3,2,26,9
48,0,Travel_Rarely,Research & Development,20,4,Medical,4,Male,3,Research Scientist,3,Married,2259,4,0,1,2,13,2,2,0,0
31,0,Non-Travel,Sales,20,2,Marketing,4,Female,3,Sales Executive,3,Married,6932,1,0,4,1,9,2,2,9,8
36,0,Travel_Rarely,Research & Development,7,4,Other,2,Male,3,Research Scientist,4,Single,4678,2,0,3,0,8,6,3,6,2
38,0,Travel_Rarely,Research & Development,1,3,Technical Degree,4,Female,3,Research Director,1,Married,13582,1,0,2,1,15,3,3,15,12
32,0,Non-Travel,Research & Development,1,3,Life Sciences,3,Female,2,Laboratory Technician,2,Married,2332,6,0,3,0,5,3,3,3,0
25,1,Travel_Rarely,Sales,19,2,Marketing,3,Male,2,Sales Representative,2,Married,2413,1,1,3,3,1,2,3,1,0
40,0,Travel_Rarely,Sales,10,4,Marketing,1,Male,2,Sales Executive,2,Divorced,9705,2,0,2,1,11,2,2,1,0
26,0,Travel_Frequently,Sales,1,3,Medical,3,Male,2,Sales Executive,1,Single,4294,1,0,2,0,7,2,3,7,7
41,0,Travel_Rarely,Research & Development,6,3,Medical,4,Male,3,Laboratory Technician,1,Single,4721,2,1,3,0,20,3,3,18,13
36,0,Travel_Rarely,Research & Development,2,4,Medical,3,Male,3,Laboratory Technician,3,Single,2519,4,0,3,0,16,6,3,11,8
19,1,Travel_Rarely,Sales,21,3,Other,4,Male,2,Sales Representative,2,Single,2121,1,1,2,0,1,3,4,1,0
20,1,Travel_Rarely,Research & Development,4,3,Technical Degree,1,Male,3,Laboratory Technician,1,Single,2973,1,0,2,0,1,2,3,1,0
31,0,Travel_Rarely,Research & Development,12,3,Medical,4,Female,3,Healthcare Representative,4,Married,5855,0,1,3,2,10,2,1,9,7
40,0,Travel_Frequently,Research & Development,9,4,Medical,4,Male,3,Research Scientist,2,Divorced,3617,8,1,4,1,3,2,3,1,1
32,0,Travel_Rarely,Research & Development,3,4,Medical,3,Female,3,Manufacturing Director,1,Married,6725,1,0,3,1,8,2,4,8,7
36,1,Travel_Rarely,Sales,3,1,Life Sciences,3,Male,2,Sales Executive,4,Married,10325,1,1,1,1,16,6,3,16,7
33,0,Travel_Rarely,Research & Development,1,3,Life Sciences,2,Female,2,Healthcare Representative,4,Single,6949,0,0,1,0,6,3,3,5,0
37,1,Travel_Rarely,Sales,1,4,Life Sciences,1,Male,2,Sales Executive,3,Married,10609,5,0,3,0,17,2,1,14,1
45,0,Non-Travel,Research & Development,4,2,Life Sciences,3,Male,3,Laboratory Technician,2,Married,4447,1,0,2,0,9,5,2,9,7
29,0,Travel_Frequently,Sales,20,3,Technical Degree,3,Female,3,Sales Representative,4,Married,2157,1,0,2,1,3,5,3,3,1
35,0,Travel_Rarely,Sales,18,3,Medical,3,Female,3,Sales Executive,3,Married,4601,1,0,2,0,5,3,3,5,2
52,0,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,3,Manager,4,Married,17099,2,0,2,1,26,2,2,9,8
58,1,Travel_Rarely,Research & Development,2,3,Technical Degree,4,Male,3,Research Scientist,3,Single,2479,4,0,1,0,7,4,3,1,0
53,0,Travel_Rarely,Sales,2,2,Medical,3,Male,3,Manager,3,Divorced,14852,6,0,3,1,22,3,4,17,13
30,0,Travel_Rarely,Sales,8,2,Other,3,Male,3,Sales Executive,3,Divorced,7264,5,0,1,1,10,2,4,8,4
38,0,Non-Travel,Sales,10,3,Technical Degree,3,Female,3,Sales Executive,4,Single,5666,1,1,2,0,6,1,3,5,3
35,0,Travel_Rarely,Sales,3,4,Life Sciences,4,Male,3,Sales Executive,4,Divorced,7823,6,0,2,1,12,2,3,10,9
39,0,Travel_Rarely,Sales,2,5,Life Sciences,1,Male,4,Sales Executive,3,Single,7880,0,0,4,0,9,3,3,8,7
40,1,Non-Travel,Sales,24,3,Life Sciences,2,Female,4,Sales Executive,2,Single,13194,4,1,4,0,22,2,2,1,0
47,0,Travel_Frequently,Research & Development,16,4,Medical,3,Male,4,Manufacturing Director,3,Divorced,5067,1,1,3,0,20,3,4,19,10
36,0,Non-Travel,Sales,8,4,Technical Degree,1,Male,3,Sales Executive,4,Divorced,5079,4,0,4,2,12,3,3,7,7
31,1,Non-Travel,Research & Development,9,2,Medical,3,Male,2,Research Scientist,1,Single,2321,0,1,1,0,4,0,3,3,2
33,0,Non-Travel,Sales,17,3,Life Sciences,4,Male,3,Manager,3,Single,17444,1,0,4,0,10,2,3,10,8
29,1,Travel_Rarely,Research & Development,10,3,Life Sciences,4,Female,2,Research Scientist,1,Single,2404,6,1,3,0,3,5,3,0,0
33,0,Travel_Rarely,Research & Development,13,1,Life Sciences,2,Female,3,Research Scientist,4,Single,3452,3,0,1,0,5,4,3,3,2
45,0,Travel_Rarely,Research & Development,1,4,Medical,4,Female,3,Laboratory Technician,4,Divorced,2270,3,0,4,2,8,2,3,5,3
50,0,Travel_Rarely,Research & Development,1,2,Medical,4,Male,3,Research Director,4,Divorced,17399,9,0,3,1,32,1,2,5,4
33,0,Travel_Frequently,Research & Development,1,4,Other,3,Female,4,Healthcare Representative,2,Married,5488,1,1,1,1,6,2,3,6,5
41,0,Travel_Frequently,Research & Development,9,3,Medical,1,Male,3,Research Director,3,Divorced,19419,2,0,2,1,21,2,4,18,16
27,0,Travel_Rarely,Research & Development,16,4,Technical Degree,3,Female,3,Laboratory Technician,2,Married,2811,9,0,2,1,4,2,3,2,2
45,0,Non-Travel,Research & Development,23,2,Life Sciences,4,Male,3,Laboratory Technician,1,Married,3633,1,1,3,1,9,2,3,9,8
47,0,Travel_Rarely,Sales,4,2,Life Sciences,4,Female,3,Sales Executive,4,Single,4163,1,1,3,0,9,0,3,9,0
30,1,Travel_Rarely,Research & Development,22,3,Life Sciences,1,Female,3,Research Scientist,3,Married,2132,4,1,2,0,7,2,3,5,2
50,0,Travel_Rarely,Research & Development,24,3,Life Sciences,4,Male,3,Manufacturing Director,3,Married,13973,3,1,4,1,22,2,3,12,11
38,0,Travel_Frequently,Research & Development,10,1,Medical,3,Male,3,Research Scientist,3,Married,2684,0,0,2,1,3,0,2,2,1
46,0,Travel_Rarely,Research & Development,7,2,Medical,4,Male,3,Manufacturing Director,3,Divorced,10845,6,0,2,1,13,3,3,8,7
24,0,Travel_Rarely,Research & Development,17,1,Medical,4,Female,2,Manufacturing Director,3,Divorced,4377,1,0,2,2,5,6,3,4,2
35,1,Travel_Rarely,Research & Development,14,4,Other,3,Male,2,Laboratory Technician,2,Divorced,3743,1,1,4,1,5,2,1,4,2
31,0,Travel_Frequently,Research & Development,1,1,Life Sciences,3,Female,3,Manufacturing Director,1,Married,4148,1,0,3,1,4,1,3,4,3
18,0,Non-Travel,Research & Development,5,2,Life Sciences,2,Male,3,Research Scientist,4,Single,1051,1,0,4,0,0,2,3,0,0
54,0,Travel_Rarely,Research & Development,17,3,Technical Degree,3,Female,3,Manufacturing Director,3,Married,10739,8,0,3,1,22,2,3,10,7
35,0,Travel_Rarely,Research & Development,25,4,Medical,3,Female,3,Healthcare Representative,3,Divorced,10388,1,1,3,1,16,3,2,16,10
30,0,Travel_Rarely,Research & Development,8,2,Life Sciences,2,Female,4,Research Director,1,Married,11416,0,1,3,3,9,4,2,8,7
20,1,Travel_Rarely,Research & Development,11,3,Medical,4,Female,2,Research Scientist,1,Single,2600,1,1,1,0,1,2,3,1,0
30,1,Travel_Frequently,Research & Development,5,3,Medical,2,Female,3,Laboratory Technician,2,Single,2422,0,0,1,0,4,3,3,3,2
26,0,Travel_Rarely,Research & Development,2,2,Medical,4,Male,4,Manufacturing Director,4,Married,5472,1,0,2,0,8,2,3,8,7
22,0,Travel_Rarely,Research & Development,8,1,Life Sciences,2,Male,1,Laboratory Technician,1,Married,2451,1,0,1,1,4,3,2,4,3
48,0,Travel_Rarely,Research & Development,6,3,Life Sciences,1,Male,2,Healthcare Representative,3,Single,4240,2,0,4,0,19,0,3,2,2
48,0,Travel_Rarely,Research & Development,4,4,Life Sciences,3,Male,2,Healthcare Representative,3,Single,10999,7,0,2,0,27,3,3,15,11
41,0,Travel_Rarely,Research & Development,7,2,Medical,4,Female,3,Manufacturing Director,3,Single,5003,6,0,2,0,8,6,3,2,2
39,0,Travel_Rarely,Research & Development,1,1,Life Sciences,4,Female,2,Manufacturing Director,4,Married,12742,1,0,3,1,21,3,3,21,6
27,0,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Female,3,Manufacturing Director,4,Married,4227,0,0,2,1,4,2,3,3,2
35,0,Travel_Rarely,Research & Development,10,3,Other,2,Male,3,Laboratory Technician,4,Divorced,3917,1,0,1,1,3,4,2,3,2
42,0,Travel_Rarely,Sales,5,2,Marketing,4,Male,3,Manager,3,Married,18303,6,0,2,0,21,3,4,1,0
50,0,Travel_Rarely,Research & Development,9,3,Life Sciences,1,Male,3,Laboratory Technician,4,Married,2380,4,0,2,0,8,5,3,1,0
59,0,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,2,Manufacturing Director,4,Single,13726,3,1,1,0,30,4,3,5,3
37,1,Travel_Rarely,Research & Development,11,2,Medical,1,Female,1,Healthcare Representative,2,Married,4777,5,0,1,0,15,2,1,1,0
55,0,Travel_Frequently,Research & Development,18,4,Medical,3,Male,3,Healthcare Representative,2,Married,6385,3,1,4,2,17,3,3,8,7
41,0,Non-Travel,Research & Development,7,1,Life Sciences,2,Female,1,Research Director,3,Divorced,19973,1,0,2,2,21,3,3,21,16
38,0,Travel_Rarely,Sales,3,4,Life Sciences,2,Male,3,Sales Executive,4,Single,6861,8,1,3,0,19,1,3,1,0
26,1,Non-Travel,Sales,29,2,Medical,2,Male,1,Sales Executive,1,Single,4969,8,0,4,0,7,6,3,2,2
52,1,Travel_Rarely,Sales,2,1,Marketing,1,Female,1,Manager,4,Married,19845,1,0,4,1,33,3,3,32,14
44,0,Travel_Rarely,Sales,28,3,Medical,4,Female,4,Sales Executive,4,Married,13320,3,1,3,1,23,2,3,12,11
50,0,Non-Travel,Sales,1,3,Life Sciences,4,Female,3,Sales Executive,3,Married,6347,0,0,1,1,19,3,3,18,7
36,1,Travel_Rarely,Research & Development,16,4,Life Sciences,3,Female,4,Laboratory Technician,1,Single,2743,1,0,3,0,18,1,3,17,13
39,0,Travel_Frequently,Research & Development,22,3,Medical,4,Female,3,Manufacturing Director,1,Single,10880,1,1,3,0,21,2,3,21,6
33,0,Non-Travel,Sales,8,1,Life Sciences,2,Female,2,Sales Representative,4,Single,2342,0,0,4,0,3,2,2,2,2
45,0,Travel_Rarely,Sales,11,2,Life Sciences,4,Female,3,Manager,4,Married,17650,3,0,2,1,26,4,4,9,3
32,0,Non-Travel,Research & Development,29,4,Medical,4,Female,3,Laboratory Technician,3,Single,4025,9,0,2,0,10,2,3,8,7
34,0,Travel_Rarely,Sales,1,4,Marketing,2,Male,4,Sales Executive,4,Divorced,9725,0,0,4,1,16,2,2,15,1
59,0,Travel_Rarely,Sales,1,2,Technical Degree,2,Male,3,Manager,4,Married,11904,3,1,3,1,14,1,1,6,4
45,0,Travel_Rarely,Human Resources,24,4,Medical,2,Male,3,Human Resources,2,Single,2177,1,0,1,0,6,3,3,6,3
53,0,Travel_Frequently,Sales,2,3,Marketing,3,Female,2,Sales Executive,2,Married,7525,2,0,1,1,30,2,3,15,7
36,1,Travel_Rarely,Research & Development,15,3,Other,1,Male,3,Laboratory Technician,3,Divorced,4834,7,0,2,1,9,3,2,1,0
26,1,Travel_Frequently,Research & Development,2,3,Life Sciences,1,Male,3,Research Scientist,1,Married,2042,6,1,2,1,6,2,3,3,2
34,0,Travel_Rarely,Sales,10,4,Life Sciences,3,Female,3,Sales Representative,3,Married,2220,1,1,4,1,1,2,3,1,1
28,0,Travel_Rarely,Sales,10,1,Medical,4,Male,3,Sales Representative,2,Married,1052,1,0,2,0,1,5,3,1,0
38,0,Travel_Frequently,Research & Development,3,4,Other,3,Male,3,Research Scientist,3,Married,2821,3,0,1,1,8,2,3,2,2
50,0,Travel_Rarely,Research & Development,2,4,Medical,2,Male,3,Research Director,3,Married,19237,2,1,4,1,29,2,2,8,1
37,0,Travel_Rarely,Research & Development,3,3,Other,4,Female,3,Healthcare Representative,2,Single,4107,3,0,1,0,8,3,2,4,3
40,0,Travel_Rarely,Sales,26,3,Marketing,3,Male,3,Sales Executive,1,Married,8396,1,0,2,1,8,3,2,7,7
26,0,Travel_Frequently,Research & Development,1,1,Medical,1,Female,2,Research Scientist,3,Divorced,2007,1,0,3,2,5,5,3,5,3
46,0,Travel_Rarely,Research & Development,1,4,Medical,4,Male,3,Research Director,4,Divorced,19627,9,0,4,2,23,0,3,2,2
54,0,Travel_Rarely,Sales,2,4,Life Sciences,3,Female,2,Sales Executive,3,Married,10686,6,0,2,1,13,4,3,9,4
56,0,Travel_Frequently,Research & Development,9,3,Medical,1,Female,3,Research Scientist,3,Married,2942,2,0,2,1,18,4,3,5,4
36,0,Travel_Rarely,Research & Development,12,5,Medical,4,Female,2,Manufacturing Director,4,Single,8858,0,0,2,0,15,2,2,14,8
55,0,Non-Travel,Research & Development,2,1,Medical,3,Male,2,Manager,1,Single,16756,7,0,2,0,31,3,4,9,7
43,0,Travel_Rarely,Sales,25,3,Medical,3,Male,2,Sales Executive,4,Divorced,10798,5,0,3,1,18,5,3,1,0
20,1,Travel_Frequently,Sales,9,3,Marketing,4,Female,3,Sales Representative,4,Single,2323,1,1,2,0,2,3,3,2,2
21,1,Travel_Rarely,Research & Development,10,3,Life Sciences,3,Female,2,Laboratory Technician,1,Single,1416,1,0,1,0,1,6,2,1,0
46,0,Travel_Rarely,Research & Development,8,4,Life Sciences,4,Female,2,Research Scientist,1,Divorced,4615,8,1,1,3,19,2,3,16,13
51,1,Travel_Rarely,Research & Development,4,4,Life Sciences,1,Male,3,Research Scientist,3,Married,2461,9,1,3,3,18,2,4,10,0
28,1,Non-Travel,Research & Development,24,2,Technical Degree,2,Male,2,Healthcare Representative,1,Single,8722,1,0,1,0,10,2,2,10,7
26,0,Travel_Rarely,Research & Development,1,2,Medical,1,Male,2,Laboratory Technician,1,Married,3955,1,0,1,2,6,2,3,5,3
30,0,Travel_Rarely,Research & Development,20,3,Other,3,Male,3,Manufacturing Director,1,Married,9957,0,0,3,1,7,1,2,6,2
41,0,Travel_Rarely,Research & Development,7,2,Technical Degree,2,Female,4,Research Scientist,3,Married,3376,1,0,3,0,10,3,3,10,6
38,0,Travel_Rarely,Research & Development,17,1,Life Sciences,3,Female,2,Healthcare Representative,3,Married,8823,0,0,1,1,20,4,2,19,9
40,0,Travel_Rarely,Research & Development,20,4,Technical Degree,1,Male,3,Healthcare Representative,4,Married,10322,4,0,4,1,14,6,3,11,10
27,0,Non-Travel,Research & Development,8,5,Life Sciences,1,Male,1,Laboratory Technician,3,Married,4621,1,0,4,3,3,4,3,3,2
55,0,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Male,3,Manufacturing Director,2,Married,10976,3,0,2,1,23,4,3,3,2
28,0,Travel_Rarely,Research & Development,10,3,Other,3,Female,3,Research Scientist,3,Single,3660,3,0,4,0,10,4,4,8,7
44,1,Travel_Rarely,Human Resources,1,2,Medical,2,Male,2,Human Resources,1,Married,10482,9,0,4,1,24,1,3,20,6
33,0,Travel_Rarely,Research & Development,5,3,Life Sciences,4,Male,2,Healthcare Representative,4,Divorced,7119,4,0,3,1,9,2,3,3,2
35,1,Travel_Rarely,Sales,4,3,Technical Degree,4,Male,3,Sales Executive,1,Single,9582,0,1,1,0,9,2,3,8,7
33,1,Travel_Frequently,Research & Development,29,4,Medical,1,Female,2,Research Scientist,3,Single,4508,1,0,2,0,14,4,3,13,7
28,0,Travel_Rarely,Research & Development,15,2,Life Sciences,1,Male,3,Laboratory Technician,3,Divorced,2207,1,0,4,1,4,5,2,4,2
34,0,Travel_Frequently,Research & Development,3,1,Life Sciences,1,Male,3,Healthcare Representative,4,Single,7756,0,0,3,0,7,1,2,6,2
37,0,Travel_Rarely,Sales,10,4,Life Sciences,4,Female,2,Sales Executive,4,Divorced,6694,2,1,3,3,8,5,3,1,0
25,1,Travel_Rarely,Research & Development,4,1,Technical Degree,4,Male,3,Laboratory Technician,4,Married,3691,1,1,2,1,7,3,4,7,7
26,1,Travel_Rarely,Research & Development,21,3,Medical,1,Male,3,Laboratory Technician,3,Divorced,2377,1,0,3,1,1,0,2,1,1
33,1,Travel_Rarely,Research & Development,25,3,Medical,1,Male,2,Research Scientist,2,Single,2313,4,1,2,0,5,0,3,2,2
42,0,Travel_Rarely,Research & Development,2,2,Medical,4,Male,3,Manager,1,Married,17665,0,0,4,1,23,3,3,22,6
28,1,Travel_Frequently,Research & Development,1,3,Medical,1,Male,2,Laboratory Technician,2,Divorced,2596,1,0,1,2,1,2,3,1,0
